2018-12-20 02:54:26 | EMERGENCY | 21145 | 5c1b046086e1f | 1545274466.920 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:17 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274817.836 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:17 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274817.836 | 40
2018-12-20 03:00:17 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274817.836 | 0
2018-12-20 03:00:17 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274817.836 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:17 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274817.836 | #0 {main}
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.280 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.280 | 40
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.280 | 0
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.280 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.280 | #0 {main}
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.402 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.402 | 40
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.402 | 0
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.402 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:19 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274819.402 | #0 {main}
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.23 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.23 | 40
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.23 | 0
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.23 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.23 | #0 {main}
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.129 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.129 | 40
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.129 | 0
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.129 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:20 | EMERGENCY | 21683 | 5c1b05c0a5e3a | 1545274820.129 | #0 {main}
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.251 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.251 | 40
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.251 | 0
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.251 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.251 | #0 {main}
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.374 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.374 | 40
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.374 | 0
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.374 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:32 | EMERGENCY | 21696 | 5c1b05cf2ad37 | 1545274832.374 | #0 {main}
2018-12-20 03:00:43 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274843.910 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:43 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274843.910 | 40
2018-12-20 03:00:43 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274843.910 | 0
2018-12-20 03:00:43 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274843.910 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:43 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274843.910 | #0 {main}
2018-12-20 03:00:44 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274844.44 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:00:44 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274844.44 | 40
2018-12-20 03:00:44 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274844.44 | 0
2018-12-20 03:00:44 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274844.44 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:00:44 | EMERGENCY | 21714 | 5c1b05daef6b2 | 1545274844.44 | #0 {main}
2018-12-20 03:01:02 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274862.959 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:01:02 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274862.959 | 40
2018-12-20 03:01:02 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274862.959 | 0
2018-12-20 03:01:02 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274862.959 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:01:02 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274862.959 | #0 {main}
2018-12-20 03:01:03 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274863.97 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:01:03 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274863.97 | 40
2018-12-20 03:01:03 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274863.97 | 0
2018-12-20 03:01:03 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274863.97 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:01:03 | EMERGENCY | 21761 | 5c1b05edccdf0 | 1545274863.97 | #0 {main}
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.732 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.732 | 40
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.732 | 0
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.732 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.732 | #0 {main}
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.859 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.859 | 40
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.859 | 0
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.859 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:01:31 | EMERGENCY | 21797 | 5c1b060a8e2b1 | 1545274891.859 | #0 {main}
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.170 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.170 | 40
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.170 | 0
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.170 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.170 | #0 {main}
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.315 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.315 | 40
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.315 | 0
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.315 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:02:06 | EMERGENCY | 21866 | 5c1b062d21105 | 1545274926.315 | #0 {main}
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.384 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.384 | 40
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.384 | 0
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.384 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.384 | #0 {main}
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.476 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.476 | 40
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.476 | 0
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.476 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:03:01 | EMERGENCY | 21927 | 5c1b066458fd9 | 1545274981.476 | #0 {main}
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.307 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.307 | 40
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.307 | 0
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.307 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.307 | #0 {main}
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.450 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.450 | 40
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.450 | 0
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.450 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:03:18 | EMERGENCY | 21966 | 5c1b067456ed9 | 1545274998.450 | #0 {main}
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.160 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.160 | 40
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.160 | 0
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.160 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.160 | #0 {main}
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.298 | /usr/share/nginx/html/frame/XW/core/HttpServer.php
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.298 | 40
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.298 | 0
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.298 | Call to undefined method core\xw\Pool\Context::se()
2018-12-20 03:06:53 | EMERGENCY | 22247 | 5c1b074c07720 | 1545275213.298 | #0 {main}
2018-12-20 03:07:54 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275274.125 | /usr/share/nginx/html/frame/XW/core/Log.php
2018-12-20 03:07:54 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275274.125 | 25
2018-12-20 03:07:54 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275274.125 | 0
2018-12-20 03:07:54 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275274.125 | Argument 1 passed to core\Log::exception() must implement interface Throwable, string given, called in /usr/share/nginx/html/frame/XW/core/ExceptionHandler.php on line 25
2018-12-20 03:07:54 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275274.125 | #0 /usr/share/nginx/html/frame/XW/core/ExceptionHandler.php(25): core\Log::exception('Error: Call to ...', 'Error: Call to ...', 'app')
#1 /usr/share/nginx/html/frame/XW/core/xw/XwRouter.php(37): core\ExceptionHandler::handle(Object(Error), Object(Swoole\Http\Response))
#2 /usr/share/nginx/html/frame/XW/core/Route.php(24): core\xw\XwRouter::analysis('/', Object(Swoole\Http\Request), Object(Swoole\Http\Response))
#3 /usr/share/nginx/html/frame/XW/core/HttpServer.php(44): Route->__construct()
#4 {main}
2018-12-20 03:07:56 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275276.318 | /usr/share/nginx/html/frame/XW/core/Log.php
2018-12-20 03:07:56 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275276.318 | 25
2018-12-20 03:07:56 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275276.318 | 0
2018-12-20 03:07:56 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275276.318 | Argument 1 passed to core\Log::exception() must implement interface Throwable, string given, called in /usr/share/nginx/html/frame/XW/core/ExceptionHandler.php on line 25
2018-12-20 03:07:56 | EMERGENCY | 22348 | 5c1b0788e4dde | 1545275276.318 | #0 /usr/share/nginx/html/frame/XW/core/ExceptionHandler.php(25): core\Log::exception('Error: Call to ...', 'Error: Call to ...', 'app')
#1 /usr/share/nginx/html/frame/XW/core/xw/XwRouter.php(37): core\ExceptionHandler::handle(Object(Error), Object(Swoole\Http\Response))
#2 /usr/share/nginx/html/frame/XW/core/Route.php(24): core\xw\XwRouter::analysis('/', Object(Swoole\Http\Request), Object(Swoole\Http\Response))
#3 /usr/share/nginx/html/frame/XW/core/HttpServer.php(44): Route->__construct()
#4 {main}
